GeoFIPS,GeoName,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,
31093,"Howard, NE",258111,249924,270878,273731,289392,287264,268672,275190,304436,340878,378681,370853,405890,
31095,"Jefferson, NE",326624,308458,333567,324079,323606,318175,319342,326047,342380,358733,415622,398423,435135,
31097,"Johnson, NE",176457,168295,170371,169802,170614,165353,163763,169311,185333,199600,233487,232679,239490,
31099,"Kearney, NE",371219,366755,467470,552648,621755,419985,338942,340631,383181,409171,489504,518765,704763,
31101,"Keith, NE",325771,340674,351842,353583,359949,357362,345829,366608,375674,417776,460602,454527,486436,
31103,"Keya Paha, NE",42147,44255,51506,63956,56567,44818,37608,36618,41865,51101,54265,47112,53758,
31105,"Kimball, NE",184680,204145,173016,173148,158089,151455,158213,157007,159266,174837,192749,205274,210122,
31107,"Knox, NE",386581,346481,345565,366588,368989,358372,374227,374991,399587,448135,507127,520371,548348,
31109,"Lancaster, NE",11689616,12336199,12368783,12964134,13678086,13970413,14678104,15433711,16155889,17281699,19259594,20083730,21501285,
31111,"Lincoln, NE",1515736,1593973,1612848,1742538,1785726,1685941,1631903,1670396,1728872,1831768,2120173,2239535,2425137,
31113,"Logan, NE",38634,34232,35922,44139,41980,37309,33495,37101,36431,39208,40264,39779,45095,
31115,"Loup, NE",22233,24357,26689,38782,35589,32191,31113,33092,36032,37882,39593,35904,45383,
31117,"McPherson, NE",22807,19908,20345,32918,27534,22923,21554,19318,22049,27460,26434,23683,32813,
31119,"Madison, NE",1404429,1455702,1458277,1502730,1548666,1553399,1626611,1711794,1810933,1893174,2165788,2253627,2362956,
31121,"Merrick, NE",346419,343066,363713,370853,401915,370165,351745,330149,370614,401748,447384,458413,507655,
31123,"Morrill, NE",251329,229877,254349,281066,287484,273473,251284,244079,264458,300925,324183,316680,378667,
31125,"Nance, NE",166755,136262,142408,133318,126562,121525,123654,123891,134880,151887,189495,171255,203950,
31127,"Nemaha, NE",330588,313936,313858,291832,297862,300396,311858,320682,336790,353038,413223,404688,424951,
31129,"Nuckolls, NE",209793,197543,222165,202540,200687,190205,196604,206996,218027,237160,285564,268757,339837,
31131,"Otoe, NE",690904,709409,680851,668555,710073,724441,773066,833265,873460,880287,977472,951915,1019150,
31133,"Pawnee, NE",122239,105362,110451,103788,103662,97467,101689,110870,116733,131950,156406,146968,160647,
31135,"Perkins, NE",185221,187244,211226,165726,157021,156182,153993,155135,185313,211903,260703,285533,258070,
31137,"Phelps, NE",464727,469941,540817,545296,555963,515641,440917,448830,489022,546323,598472,565089,654357,
31139,"Pierce, NE",335752,326968,353949,390180,445422,369958,364582,366309,402991,441130,556439,716298,890398,
31141,"Platte, NE",1357784,1352755,1395833,1445616,1475708,1474483,1460946,1520893,1652863,1755338,1984635,1985546,2159596,
31143,"Polk, NE",270756,256531,290033,283282,294131,265424,261222,260728,280045,300314,360820,357620,402433,
31145,"Red Willow, NE",456125,476128,478082,496727,490817,468140,455594,471337,498426,540782,589403,587694,638331,
31147,"Richardson, NE",362420,330350,349742,347104,353250,347306,360748,372827,387421,417713,473971,449156,471316,
31149,"Rock, NE",78727,73476,76912,99108,90550,82986,68329,76822,82148,95629,102608,97814,120937,
31151,"Saline, NE",547084,539299,559998,529983,557231,555598,570831,593432,613919,647364,761711,757636,819381,
31153,"Sarpy, NE",6816673,7118689,7340844,7642249,8167763,8442160,8794375,9332647,9778031,10436622,11657011,12353039,13144911,
31155,"Saunders, NE",888367,875530,928378,921162,981152,995001,1032167,1084021,1169899,1272235,1480640,1543474,1669359,
31157,"Scotts Bluff, NE",1350528,1418845,1441503,1503233,1555098,1550820,1539098,1585472,1655243,1785457,1882437,1898980,2055730,
31159,"Seward, NE",709635,740924,759485,767145,785517,787603,817669,854229,898975,964284,1074218,1112773,1196121,
31161,"Sheridan, NE",225499,225053,227597,256274,248271,229077,233647,235153,257597,290005,331850,320379,335741,
31163,"Sherman, NE",123172,128894,144001,142988,141831,127954,120878,122984,133669,146463,180628,170692,194762,
31165,"Sioux, NE",68312,63862,71868,92558,87560,76452,60547,62069,66943,77068,87322,82044,98469,
31167,"Stanton, NE",269846,225794,228893,219470,246640,242283,241279,256630,277453,308103,361486,349490,388385,
31169,"Thayer, NE",274647,280828,306103,269291,275935,263451,252264,255828,268813,300595,339851,309683,352698,
31171,"Thomas, NE",35148,30497,30878,42648,41550,38175,34359,37945,37828,40682,43072,44064,44773,
31173,"Thurston, NE",310412,265551,273087,259043,272848,254531,248381,256505,284635,329857,381949,374349,444271,
31175,"Valley, NE",181432,172625,191173,206175,212708,206170,190915,197703,212650,243204,269649,270175,306192,
31177,"Washington, NE",948861,977883,967676,979738,1039718,1037737,1082092,1116255,1173845,1274872,1451300,1469767,1556453,
31179,"Wayne, NE",401203,354489,349904,338200,356242,357740,377560,390208,414857,450752,518177,533914,575851,
31181,"Webster, NE",160568,155421,178596,186307,203751,194021,151147,155299,178941,193869,200007,192354,228014,
31183,"Wheeler, NE",54711,51441,63264,82736,88467,75775,47822,43323,58646,57209,52227,45656,61436,
31185,"York, NE",635558,675990,693632,649500,657123,628159,622439,655223,688885,760834,873258,911389,973796,
32001,"Churchill, NV",876843,869098,873887,909431,945305,980383,1052016,1097591,1147542,1280477,1420441,1402636,1479881,
32003,"Clark, NV",72486084,77122169,77179892,82308254,88989148,92300696,98136446,104221369,112818461,119811262,134148300,140056736,150811022,
32005,"Douglas, NV",2454533,2573585,2571564,2704358,3037748,3059147,3328777,3477177,3738331,4158513,4740376,4747743,5144037,
32007,"Elko, NV",2109219,2166419,2182375,2187352,2170078,2198372,2308347,2432170,2530825,2702812,2902324,2928101,3068909,
32009,"Esmeralda, NV",32421,35815,37505,39805,36199,35099,35037,31550,36754,35657,49429,45821,48228,
32011,"Eureka, NV",75089,73885,71649,73170,67489,64866,71254,76030,88954,87533,94148,98639,97342,
32013,"Humboldt, NV",724221,729483,737989,739614,749760,728867,755342,769821,818357,881016,954277,940731,990750,
32015,"Lander, NV",283262,293197,315467,322834,332178,324450,343085,362399,381081,393419,424676,447599,460163,
32017,"Lincoln, NV",154550,154209,156109,163775,171174,175603,184890,192432,207737,218468,233997,223704,229975,
32019,"Lyon, NV",1536418,1547829,1585797,1679782,1766400,1885575,2032649,2177705,2347096,2599674,2856584,2959268,3119484,
32021,"Mineral, NV",176130,153531,149230,153328,154360,160504,163754,170949,188725,214901,225482,209403,218916,
32023,"Nye, NV",1399138,1354004,1378689,1444522,1529644,1554603,1637877,1738345,1878785,2056772,2297317,2311815,2490240,
32027,"Pershing, NV",171772,179315,181982,199295,203505,199434,208840,214084,219620,245217,268925,264424,275763,
32029,"Storey, NV",147114,148500,148023,157246,169973,183797,214401,234675,247391,279491,325143,314378,320670,
32031,"Washoe, NV",19231980,18616644,18747059,19786524,21976389,23241466,25382494,28032257,29384156,31723243,37166521,38274434,41351421,
32033,"White Pine, NV",387363,373756,369881,377192,391855,381940,404430,421660,444104,485689,524166,510451,540597,
32510,"Carson City (Independent City), NV",2350263,2304701,2227264,2267624,2397386,2404344,2587337,2757916,2915056,3273392,3500801,3490672,3745265,
33001,"Belknap, NH",2810359,2954754,3022305,3098835,3280600,3392163,3527052,3725775,4012001,4330336,4629700,4901638,5278113,
33003,"Carroll, NH",2150912,2239444,2305874,2346201,2474228,2580743,2749186,2855413,3074591,3323765,3656810,3874849,4231226,
33005,"Cheshire, NH",3263118,3349149,3320114,3440830,3617413,3655862,3754663,3899773,4033744,4404081,5039863,4975696,5207082,
33007,"Coos, NH",1157869,1166545,1165573,1200960,1256590,1266605,1312979,1364169,1406490,1538569,1663430,1674774,1775796,
33009,"Grafton, NH",4180341,4372610,4345924,4633330,4888497,4998458,5122120,5430258,5874709,6250858,6777294,6999670,7596297,
33011,"Hillsborough, NH",20105642,20922251,20763451,21484828,22240561,22965825,23893774,24993383,26420864,27881979,31773635,31131001,32837169,
33013,"Merrimack, NH",7881081,7903900,7625472,7607782,7642619,7994966,8266028,8581545,9114781,9796581,10385422,10964315,11675545,
33015,"Rockingham, NH",16598202,17458884,17534362,18409984,19608236,20310194,21655137,22712223,24467799,25624271,27964679,29495231,30692178,
33017,"Strafford, NH",4957427,5110577,5181218,5449878,5769487,5981312,6249753,6532347,6962399,7477989,7981577,8357819,8816797,
33019,"Sullivan, NH",1783997,1839941,1857475,1957824,2001338,2082848,2130268,2258844,2356761,2525391,2790916,2835839,3038429,
34001,"Atlantic, NJ",11066928,11258603,11414061,11626811,11742848,11828874,12142939,12619513,13468820,14965883,15875419,15771609,16686493,
34003,"Bergen, NJ",62403387,65282802,64950562,67172514,70448449,72046631,74672799,78821904,82919122,84184720,90545481,91972629,98714052,
34005,"Burlington, NJ",22499326,22898552,23080613,23908179,24812155,25520889,26193549,27081703,28329002,30020644,32419514,33094170,35232620,
34007,"Camden, NJ",22114081,22360403,22538996,23342161,24177442,25044099,25859392,26850242,27871083,29682584,32128843,32535048,34455364,
34009,"Cape May, NJ",4448837,4568742,4617833,4763802,4929704,5071537,5316888,5542473,5936527,6466636,7040739,6999056,7403391,
34011,"Cumberland, NJ",5328370,5267750,5261857,5412547,5578016,5617449,5759043,5885069,6210397,6753078,7370963,7224327,7555675,
34013,"Essex, NJ",41503902,41886700,42552337,44519547,46331468,47613020,49452069,50534850,54229086,57983897,64062613,64968559,68987847,
34015,"Gloucester, NJ",12626212,13018661,13268168,13704940,14353508,14675877,15232822,15877715,16618003,17739717,19036882,19213771,20237128,
34017,"Hudson, NJ",28818131,30118101,30914183,33344477,35887692,37331116,40199694,43335608,46321004,46872190,51564881,53541900,57639320,
34019,"Hunterdon, NJ",9188848,9497721,9458691,9827922,10040361,10331265,10534845,10943878,11555814,11837151,12780972,12953689,13755437,
34021,"Mercer, NJ",20537134,21519905,21128676,22502381,22826259,23339279,24076932,25257430,26853461,27683372,29769846,30546321,32357470,
34023,"Middlesex, NJ",41056867,43156494,42046335,43313452,44666908,45889512,47500041,49764242,52444288,55460497,60505584,61432362,65225783,
34025,"Monmouth, NJ",38134228,39464304,39891499,41751628,43631873,45004573,46791314,48923699,52401867,54462184,59005378,60938353,64810945,
34027,"Morris, NJ",37984624,39264439,39891828,41184238,43035157,44425368,45747789,47571689,49160524,50281168,54978736,55811024,59530345,
34029,"Ocean, NJ",24241400,24921055,25171662,26173002,27423899,28564201,29724561,30901886,33206486,36029793,38720134,38443427,40648296,
34031,"Passaic, NJ",20744181,20993866,21229129,22166464,22699096,22987230,23595874,24609957,26163584,28230463,30271027,29467427,31180753,
34033,"Salem, NJ",2749439,2674594,2675189,2714174,2824844,2833343,2881552,2967112,3132863,3369035,3611750,3580765,3770874,
34035,"Somerset, NJ",23229291,24487945,25851195,27289382,28773788,29791860,31433106,33057139,34083461,35038755,37230381,39280585,40943759,
34037,"Sussex, NJ",7306010,7467113,7500530,7762658,7908640,8073392,8298473,8638286,9102288,9551351,10259485,10371979,10903032,
34039,"Union, NJ",28350790,29474232,30117465,31677305,32826487,33879480,35232244,36934777,39088660,40165404,43353259,44726640,47785022,
34041,"Warren, NJ",4920921,5018019,5030487,5200004,5384503,5432743,5591162,5791238,6074000,6435714,6870751,6974515,7404700,
35001,"Bernalillo, NM",24589583,24767516,24340911,25764648,26704864,27714720,28287347,29242032,30927978,33849987,36467541,37893170,39989816,
35003,"Catron, NM",102610,102900,99269,106775,110031,107351,111343,113761,116498,134953,145185,157877,159762,
35005,"Chaves, NM",2273956,2310534,2257272,2440068,2364042,2353560,2433005,2505750,2590399,2801835,3005005,3371428,3264629,
35006,"Cibola, NM*",645461,652290,653644,674050,713461,715711,716147,743626,772730,868298,928329,938936,933792,
35007,"Colfax, NM",486366,470201,459936,479461,476048,475128,472165,480635,497063,549427,602283,610901,631175,
35009,"Curry, NM",1941682,2025000,1988929,2075202,1991621,2023581,2059356,2057288,2148873,2336808,2461290,2691341,2666787,
35011,"De Baca, NM",82051,77911,75557,86645,79414,80813,78964,80523,85659,91891,94042,96661,104888,
35013,"Doña Ana, NM",6604691,6688302,6515500,6768371,7084337,7322279,7515865,7740464,8242383,8995101,10163128,10335497,10768476,
35015,"Eddy, NM",2468236,2736466,2636744,2929948,2846427,2650859,2706466,3135226,3552461,3668420,4044070,4337672,4602832,
35017,"Grant, NM",947815,980072,975392,1010014,1048262,1039574,1048587,1106010,1156355,1235893,1352132,1416110,1443736,
35019,"Guadalupe, NM",129795,125937,127039,136537,142840,143861,139153,146792,149485,168148,198839,191571,202983,
35021,"Harding, NM",30387,34378,27532,33984,27808,26118,23012,25181,26189,28834,28840,31414,32632,
35023,"Hidalgo, NM",153455,163123,166007,173529,171418,167528,166737,175324,182202,195673,208139,215757,222192,
35025,"Lea, NM",2521994,2865113,2718225,2870067,2884009,2626203,2755243,3264191,3527081,3400798,3481810,3966004,4205221,
35027,"Lincoln, NM",672452,736529,702368,749339,777664,764991,759877,788844,827722,932554,999336,1045641,1100021,
35028,"Los Alamos, NM",1152669,1135407,1075918,1112066,1138602,1219528,1259761,1335105,1393203,1456709,1582635,1678439,1801491,
35029,"Luna, NM",680338,674638,673123,698613,726544,729479,719157,749976,788091,907978,996101,983749,1021075,
35031,"McKinley, NM",1747341,1748850,1709829,1772450,1857189,1885207,1889827,1966532,2054697,2320930,2522867,2477872,2475418,
35033,"Mora, NM",209585,187095,189523,214801,207261,187263,162787,171587,186078,204736,215493,226745,240472,
35035,"Otero, NM",2099434,2103216,2029259,2066469,2111365,2173967,2197071,2293518,2370162,2639119,2871799,2911513,3025684,
35037,"Quay, NM",278154,270009,278823,298699,292024,298137,301892,318207,324567,353839,383696,413717,405992,
35039,"Rio Arriba, NM",1251646,1263525,1177341,1229595,1292821,1301705,1311578,1364333,1417064,1558288,1719283,1786472,1845195,
35041,"Roosevelt, NM",700421,689041,683457,745896,707240,713351,745367,733123,773151,839929,891124,995142,968114,
35043,"Sandoval, NM",4790484,4956440,4976554,5144801,5372960,5652776,5816450,6059536,6550625,7072121,7814211,8228498,8827648,
35045,"San Juan, NM",4233330,4304593,4165501,4376102,4392183,4245197,4309611,4442751,4478254,4734131,5208051,5325661,5550317,
35047,"San Miguel, NM",865807,881298,831405,888068,924153,918242,914775,958257,1004408,1096284,1205482,1233044,1275120,
35049,"Santa Fe, NM",6667956,6959861,6924313,7516930,7635669,8076895,8212995,8725165,9356848,9848272,11046546,11378310,12252036,
35051,"Sierra, NM",364292,368068,351867,380933,394289,396588,405229,421257,446398,515741,561914,567502,572092,
35053,"Socorro, NM",514270,521789,510717,537085,550467,551874,550880,562509,588396,644732,695127,708821,720835,
35055,"Taos, NM",1004491,1044441,1013239,1096905,1143187,1162756,1188026,1238071,1282951,1416507,1598191,1639685,1737458,
35057,"Torrance, NM",428520,425883,413428,448883,460676,460748,466216,490822,520203,583200,652733,701836,729258,
35059,"Union, NM",133053,136973,152824,160899,141830,148519,142550,141434,141928,164413,171956,177653,161825,
35061,"Valencia, NM*",2245407,2203409,2178374,2278162,2360081,2447784,2486672,2601642,2728786,3018708,3357107,3545650,3695336,
36001,"Albany, NY",14598320,15121745,15337648,16123733,16695928,16746709,17925152,18084599,19434199,21202012,23311013,23390947,25211801,
36003,"Allegany, NY",1418898,1439630,1425116,1488817,1614427,1630792,1857030,1861874,1924061,1977829,1989163,1904704,1975472,
36005,"Bronx, NY",41280014,41287173,41886481,43420096,45367105,46570255,49421806,50975925,54615599,62170768,63043305,59077904,62081979,
36007,"Broome, NY",7265654,7394470,7369956,7401328,7653844,7710869,8128114,8292494,8629318,9386304,9973741,9712361,10346166,
36009,"Cattaraugus, NY",2658701,2698535,2686932,2755332,2824841,2816002,2966288,2980621,3117625,3426112,3566308,3507513,3710083,
36011,"Cayuga, NY",2759289,2858181,2896470,2946079,3000478,3023089,3166033,3211587,3386224,3741408,3960161,3893445,4040529,
36013,"Chautauqua, NY",4403883,4512821,4563569,4659717,4773044,4780406,5029603,5041755,5231515,5698689,6030770,5937644,6165742,
36015,"Chemung, NY",3272918,3313337,3345388,3408518,3434299,3421413,3569951,3670532,3822807,4122842,4321317,4264555,4390685,
36017,"Chenango, NY",1653626,1731150,1761512,1706600,1665976,1690720,1799575,1882620,1998692,2231648,2360931,2380174,2526062,
36019,"Clinton, NY",2948741,3021075,3063048,3111433,3268839,3282893,3434361,3453111,3572744,3879303,4084081,4091436,4321497,
36021,"Columbia, NY",2743972,2859691,2871823,2991486,3068608,3122751,3248440,3265569,3517284,3888385,4238347,4312654,4579619,
36023,"Cortland, NY",1602525,1659727,1652200,1683593,1784414,1766687,1865075,1916097,1938813,2152594,2256825,2259994,2322687,
36025,"Delaware, NY",1489150,1537881,1565483,1610427,1608623,1608684,1700591,1731791,1845530,1994591,2117020,2107594,2225552,
36027,"Dutchess, NY",13147098,13638136,13711383,13974373,14655650,15047811,15791217,16245178,17476079,18561272,20004904,20101163,21367125,
36029,"Erie, NY",37514685,38770305,39080167,40092282,41787569,42605292,44705180,45947707,47862041,52508064,55330136,55476480,58895712,
36031,"Essex, NY",1417530,1468900,1487520,1505904,1523720,1565591,1647191,1683473,1752666,1912340,2052905,2027301,2158199,
36033,"Franklin, NY",1671572,1699066,1710283,1711152,1739112,1766266,1852631,1859561,1968852,2156004,2321313,2330635,2493238,
36035,"Fulton, NY",1886179,1908041,1935900,1955971,2045321,2116062,2222954,2271035,2349733,2582823,2692002,2677355,2815766,
36037,"Genesee, NY",2150790,2193733,2219697,2281508,2350529,2336833,2435592,2483008,2595409,2818259,2919668,2937671,3090560,
36039,"Greene, NY",1819784,1897675,1933712,2000896,2067105,2098053,2195324,2207068,2317200,2570594,2736961,2754288,2924928,
36041,"Hamilton, NY",209603,208389,210032,224567,225744,229088,235497,239208,247361,273884,286255,281447,302883,
36043,"Herkimer, NY",2202985,2248718,2294557,2289220,2334089,2356268,2473805,2504675,2611541,2870856,3081695,2957543,3129691,
36045,"Jefferson, NY",5119638,5164248,4988114,5029567,5023544,4964138,5128599,5181000,5366477,5854750,6198736,6151666,6355214,
36047,"Kings, NY",93052578,96319764,99336018,104407772,111311181,116235891,125432886,132232929,140236138,151814445,163981892,165061102,173794772,
36049,"Lewis, NY",1067307,1054464,1090959,1117872,1099174,1101428,1154163,1175232,1251504,1364083,1447556,1477943,1499037,
36051,"Livingston, NY",2292188,2318611,2300496,2349368,2411945,2488785,2741530,2857819,2917614,3051938,3113526,3115165,3252089,
36053,"Madison, NY",2583894,2636373,2636961,2730870,2824791,2868414,3031244,3084658,3257292,3535724,3771380,3779297,3913953,
36055,"Monroe, NY",32320177,33867526,33358527,33769432,35432821,35899490,37539566,38505593,39876674,43354594,45305677,45277219,48017725,
36057,"Montgomery, NY",1750944,1756000,1786252,1781664,1844087,1892090,1988224,1991072,2083340,2301571,2385810,2403572,2535102,
36059,"Nassau, NY",92799084,99469405,97876916,101346924,105467789,108695763,114776587,119231077,123437925,127675935,135459295,136743279,145643511,
36061,"New York, NY",206641782,217931029,225188723,236295582,244127525,259538845,285915130,293583447,287980674,278231074,310221286,319085337,339006874,
36063,"Niagara, NY",7890142,7977878,8099979,8217810,8526244,8683285,9158601,9322357,9773969,10701937,11063842,11177386,11921770,
36065,"Oneida, NY",8606325,8760841,8811423,8852503,9118698,9281558,9774315,10036052,10556534,11498370,12118988,12112888,12708697,
36067,"Onondaga, NY",19558216,20191196,20287354,20798979,21851718,22160517,23198885,24093733,25049821,27463045,28816981,28634044,29835711,
36069,"Ontario, NY",4532982,4663578,4817867,5005637,5367366,5393677,5685708,5795967,6126743,6587066,6970954,6937881,7344739,
36071,"Orange, NY",15708461,16103522,16393204,16849147,17603477,18003749,18869389,19472943,20564670,22178819,23413541,23334728,24752568,
36073,"Orleans, NY",1339916,1369918,1402916,1405855,1475965,1471197,1518291,1546603,1601849,1784979,1859022,1828074,1945471,
36075,"Oswego, NY",3967810,4099444,4090391,4190592,4308958,4358391,4598213,4668060,4881335,5358486,5678948,5617531,5900043,
36077,"Otsego, NY",2127949,2193685,2230034,2278865,2362795,2389732,2519670,2586977,2707169,2949964,3104175,3051506,3200113,
36079,"Putnam, NY",5407918,6183872,5546376,5708346,5901696,6040755,6253398,6553512,6826861,7227415,7662928,7839278,8295787,
36081,"Queens, NY",85351783,87646174,89299227,92506437,97892551,100580877,106776920,111124602,116837701,128214450,131227027,130548344,138384788,
36083,"Rensselaer, NY",6322349,6456756,6636196,6736661,7019591,7161464,7531626,7717829,8059733,8752750,9048274,9233492,9818519,
36085,"Richmond, NY",21109353,21565311,21663138,22561968,23729200,24354143,25605820,26371273,27744726,29748380,31086331,30951315,32762218,
36087,"Rockland, NY",15950015,16542870,16501556,17020360,17747944,17984685,18650453,19362793,20236992,21742474,23114139,22891486,24101480,
36089,"St. Lawrence, NY",3451483,3515641,3637170,3698953,3736404,3790786,4007130,4056868,4208244,4638575,4925818,4876922,5131844,
36091,"Saratoga, NY",11402687,11856713,12114085,12432507,13671874,14220912,14890849,15936478,15683701,16425881,17680364,18285931,19699543,
36093,"Schenectady, NY",6525537,6588884,6761599,6852592,6957547,7125524,7474445,7514917,7913766,8600479,9236053,9109277,9758750,
36095,"Schoharie, NY",1031581,1051002,1075613,1105039,1132716,1165759,1239820,1267202,1334710,1456068,1517789,1524440,1613306,
36097,"Schuyler, NY",635358,655576,669686,690149,697851,693665,724223,732542,765560,847275,888731,884832,917389,
36099,"Seneca, NY",1142386,1166727,1172338,1185879,1204733,1224450,1291609,1308923,1374425,1497237,1597615,1584023,1629176,
36101,"Steuben, NY",3640385,3673910,3778153,3848002,3940534,3942619,4137486,4268529,4432855,4791204,5074340,5089166,5227715,
36103,"Suffolk, NY",79867474,83644796,84048175,86449508,90374812,93868540,97728853,101608550,109079742,117302168,126122433,127753158,135280347,
36105,"Sullivan, NY",2749562,2846903,2861593,2936095,3094650,3141169,3302198,3440854,3683076,4010711,4306287,4388881,4681677,
36107,"Tioga, NY",1877132,1922251,1939041,1989427,1979723,1988117,2098223,2161963,2241484,2435970,2511460,2488248,2627580,
36109,"Tompkins, NY",3733496,3880411,3874439,3968579,4174692,4154775,4400962,4520920,4736859,5063086,5345995,5388010,5694646,
36111,"Ulster, NY",7264513,7455865,7470674,7707562,7960319,8186051,8581973,8897244,9642329,10371326,11247196,11447394,12058914,
36113,"Warren, NY",2767913,2840854,2885331,2885956,3002615,3075228,3247534,3337649,3501829,3897391,4028061,4107713,4381960,
36115,"Washington, NY",2074658,2115828,2145979,2179682,2226207,2258184,2400065,2441233,2577757,2835134,2953004,2945684,3083442,
36117,"Wayne, NY",3426121,3491080,3546375,3581711,3715113,3809512,4012423,4101592,4369218,4703858,4990695,5008497,5255102,
36119,"Westchester, NY",75808198,83089112,82157519,85800839,88927599,91776794,98185754,102211565,105970868,110255179,120220534,122509556,130724412,
36121,"Wyoming, NY",1381185,1406006,1440836,1500597,1475962,1483495,1573605,1592432,1698363,1864809,2017022,2010705,2020669,
36123,"Yates, NY",834960,849202,867993,882475,870613,907706,958920,964529,1045362,1129761,1226781,1240781,1278294,
37001,"Alamance, NC",5058491,5219274,5286774,5514086,5701062,5927766,6204277,6562167,6985500,7592247,8448047,8736915,9290991,
37003,"Alexander, NC",1043752,1081135,1093133,1155681,1225944,1236703,1314412,1351957,1426105,1544422,1682652,1778369,1833886,
37005,"Alleghany, NC",326932,336517,329150,349297,368505,376635,387290,407474,428517,453648,505125,501634,544667,
37007,"Anson, NC",716548,743213,736373,790471,824615,803422,848245,852420,883179,924505,1061235,1131627,1137986,
37009,"Ashe, NC",799432,849808,822505,827775,834879,863692,896549,941712,999377,1086031,1187258,1197375,1307647,
37011,"Avery, NC",499970,522287,515148,537812,547222,562253,595008,619669,643653,718676,787095,826171,906691,
37013,"Beaufort, NC",1619490,1740980,1745711,1779934,1803525,1850166,1906052,1944377,2068780,2204745,2458489,2426234,2581118,
37015,"Bertie, NC",575622,618925,627201,663988,660248,650446,678711,668093,706628,741721,852145,848944,847448,
37017,"Bladen, NC",1038627,1045961,1066445,1104566,1112033,1094111,1142303,1118469,1168365,1282572,1442432,1461122,1517423,
37019,"Brunswick, NC",3695986,3906258,4089588,4361684,4772381,5216071,5569776,6053028,6597603,7435199,8394423,8984322,9914927,
37021,"Buncombe, NC",8715963,9270347,9310973,10043527,10703896,11189055,11805599,12585927,13506896,14312537,16132662,17055183,18482890,
37023,"Burke, NC",2504479,2579497,2559785,2666138,2782218,2868245,3025773,3122218,3296692,3586907,3916285,4022891,4242359,
37025,"Cabarrus, NC",6572287,6858158,6991987,7470706,8074152,8579840,9063243,9561175,10209177,11234263,12346108,13033729,14016257,
37027,"Caldwell, NC",2287306,2362311,2338704,2429360,2558890,2617350,2763689,2853879,2998838,3249929,3574119,3671877,3848421,
37029,"Camden, NC",392163,406500,412931,421231,433388,450099,462483,469110,502247,536171,605785,618129,659346,
37031,"Carteret, NC",2737642,2833414,2784759,2921590,3045019,3177832,3248325,3380511,3591826,3858042,4295066,4462708,4857864,
37033,"Caswell, NC",641676,675883,683839,697644,714473,734246,759204,778108,820934,866804,952650,936658,1008804,
37035,"Catawba, NC",5460577,5668935,5576020,5854429,6188692,6426955,6757115,7010983,7326025,7900683,8756479,9023459,9485344,
37037,"Chatham, NC",3004787,3184161,3225935,3539794,3766328,4061397,4240835,4560054,4959671,5363247,6070937,6571320,7161629,
37039,"Cherokee, NC",732990,762908,760496,779330,823289,827131,865455,909429,972405,1060290,1162018,1181452,1279656,
37041,"Chowan, NC",485305,501346,499195,509733,511286,516663,545339,562442,583983,628056,705053,712904,762742,
37043,"Clay, NC",290289,296780,296546,313972,332476,335869,351532,368281,402813,449188,499449,521079,568072,
37045,"Cleveland, NC",2932676,3039436,3031799,3154380,3274781,3304566,3468311,3582515,3769825,4118201,4497184,4615791,4912579,
37047,"Columbus, NC",1626734,1647261,1674561,1682909,1662960,1694341,1726318,1765732,1859321,2012141,2229115,2221235,2308846,
37049,"Craven, NC",3947636,4046560,3943754,4069541,4178133,4224542,4269091,4437303,4673697,5024050,5448166,5540182,5971774,
37051,"Cumberland, NC",11364841,11568107,11322583,11552684,11807728,11827189,12060317,12570946,13112029,14306820,15564250,15680560,16601552,
37053,"Currituck, NC",886244,936464,946922,1002916,1059312,1115483,1171189,1225820,1344429,1489095,1712052,1803386,1959293,
37055,"Dare, NC",1446049,1537719,1568244,1655729,1724228,1841772,1910904,1985845,2184033,2367224,2761360,2816676,2998129,
37057,"Davidson, NC",5165123,5295576,5295115,5549100,5749552,5937958,6225338,6470383,6859173,7419432,8238230,8551021,9014338,
37059,"Davie, NC",1586277,1637924,1635310,1702580,1799081,1838981,1951769,2018416,2134963,2277423,2591277,2685585,2869689,
37061,"Duplin, NC",1714735,1807423,1900309,1993860,1955755,1894849,2013972,1942215,2042160,2151007,2577974,2726549,2726239,
37063,"Durham, NC",11363230,11944289,11902143,12684784,13337124,13936107,14665959,15667473,16715075,17775364,19248810,20466800,22109931,
37065,"Edgecombe, NC",1646990,1675131,1652216,1705866,1699299,1708305,1750352,1781308,1832077,1976092,2152653,2159437,2308921,
37067,"Forsyth, NC",13885300,14501605,14337883,15489599,16177491,16523347,17384955,17671702,18630876,19861510,21951388,22667513,23974661,
37069,"Franklin, NC",1774558,1863540,1859725,1954349,2040013,2131191,2269084,2424597,2588869,2869168,3318786,3511658,3810724,
37071,"Gaston, NC",6950148,7138957,7272425,7560151,7901694,8149218,8605557,8823284,9344559,10315483,11359675,11758033,12572079,
37073,"Gates, NC",373451,377958,378560,394950,401249,410919,427766,422383,444707,467007,518473,528153,548131,
37075,"Graham, NC",240166,239721,241831,249682,256552,251772,270155,278478,297226,317026,344053,332218,361525,
37077,"Granville, NC",1799878,1855022,1879462,1932394,1985352,2087061,2194278,2277576,2428140,2614058,2880173,2964824,3170398,
