GeoFIPS,GeoName,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,
19155,"Pottawattamie, IA",3355452,3571092,3593064,3665007,3915437,3902022,3948782,4147913,4205308,4466093,4812914,5189922,5465676,
19157,"Poweshiek, IA",736769,759926,784563,780178,799454,761929,781199,823345,836970,893868,986747,1044491,1056835,
19159,"Ringgold, IA",183877,185997,205887,204715,205791,202541,214422,224677,225541,231743,272852,277490,260816,
19161,"Sac, IA",496025,496550,544771,506717,504811,442875,495063,518951,536223,537409,671579,784082,700243,
19163,"Scott, IA",7782016,7992654,7991543,8215959,8405615,8586435,8994936,9230177,9367946,9857177,10737013,10962033,11617662,
19165,"Shelby, IA",553706,559654,583677,563662,573615,561295,563095,590017,594663,619472,755456,777195,787959,
19167,"Sioux, IA",1363693,1499904,1553955,1640540,1757486,1654666,1766809,1835331,1762169,1979363,2141200,2501484,2392829,
19169,"Story, IA",3220461,3569302,3410534,3599673,3732666,3771881,3871740,4065986,4221641,4438916,4822879,5264199,5548240,
19171,"Tama, IA",710112,729112,721913,704807,725646,726216,722987,756806,773866,841633,960253,981859,954808,
19173,"Taylor, IA",236117,231162,238115,229165,231331,232568,242289,252159,258448,270467,331381,344033,328052,
19175,"Union, IA",448776,445545,457602,462192,455462,450193,474073,496338,501292,529790,595090,603713,593856,
19177,"Van Buren, IA",240210,253435,262997,263244,258343,261947,272104,282030,287295,297036,347350,366537,353678,
19179,"Wapello, IA",1135256,1166918,1178930,1197121,1242877,1264922,1323055,1356372,1380949,1498465,1600330,1625479,1662277,
19181,"Warren, IA",1868455,1952692,1994173,2081770,2180052,2343031,2457024,2549933,2676236,2846530,3182870,3355160,3551708,
19183,"Washington, IA",956157,1002103,1094033,1155123,1122021,1101742,1198322,1262176,1326237,1320161,1617228,1850810,1814411,
19185,"Wayne, IA",228800,222137,234047,221480,230784,229852,251900,269031,272005,289932,345128,360478,355620,
19187,"Webster, IA",1433953,1461837,1526106,1554386,1572458,1602599,1564845,1619731,1666529,1734182,1912356,1965080,1981625,
19189,"Winnebago, IA",412407,437603,442649,429833,440398,410247,421464,446192,439170,472284,554497,597110,568180,
19191,"Winneshiek, IA",825475,853316,869500,870133,894674,892830,922011,968982,991014,1090666,1180933,1230232,1250128,
19193,"Woodbury, IA",3745021,3779329,3789167,3934054,4131093,4232945,4176005,4373584,4606274,4926427,5290075,5473086,5675691,
19195,"Worth, IA",303948,311264,355101,330539,343371,314048,294384,296185,309251,330012,401400,418386,420004,
19197,"Wright, IA",609066,624426,639751,665532,655415,571746,590008,654369,604338,612866,745976,926057,852127,
20001,"Allen, KS",457324,457181,460407,454974,460124,458313,463537,489805,524509,562943,625778,589737,623229,
20003,"Anderson, KS",277984,290372,287784,274158,284909,286092,289565,297167,314893,354550,426285,393661,439294,
20005,"Atchison, KS",543859,522354,532512,536359,553687,569439,594215,609602,628283,692777,726429,698181,740332,
20007,"Barber, KS",215776,231894,240046,239044,191668,177582,176056,189482,190108,210706,224406,223890,244877,
20009,"Barton, KS",1227514,1295067,1285387,1364287,1233430,1176641,1152578,1151398,1248448,1307151,1345604,1398668,1462759,
20011,"Bourbon, KS",504284,533523,539429,547964,567355,572507,583720,637386,595963,643830,693395,672830,701342,
20013,"Brown, KS",411100,391036,410634,389466,388317,398484,401166,428638,422906,457266,506089,482093,503387,
20015,"Butler, KS",2574914,2650528,2733254,2757626,2818304,2838120,2925781,3056531,3178473,3350730,3579650,3685959,3964114,
20017,"Chase, KS",113842,135460,141041,113013,112088,115293,118086,127779,135134,154757,165551,151147,173493,
20019,"Chautauqua, KS",136389,135860,140307,141126,128404,123698,124430,131147,130143,140126,150261,146250,162089,
20021,"Cherokee, KS",678228,703962,695623,680033,698070,705092,747906,806301,837809,914105,1004158,1044262,1028692,
20023,"Cheyenne, KS",139068,122979,150819,128026,117492,113652,104923,117999,122366,150606,173978,164424,168920,
20025,"Clark, KS",100625,102377,112499,111954,104968,107261,104726,102649,110359,124467,110660,104549,116296,
20027,"Clay, KS",342588,324151,321756,311222,304770,307055,315526,331676,348910,388031,435753,395061,427674,
20029,"Cloud, KS",313426,309904,320331,316016,317218,311969,311953,330951,358452,401852,432576,410594,470863,
20031,"Coffey, KS",420301,431895,462556,458977,438277,417005,395834,429901,428811,478361,501815,466935,479894,
20033,"Comanche, KS",71636,71534,80333,71337,65378,65285,65456,72089,70248,78764,84440,84932,102155,
20035,"Cowley, KS",1227366,1233693,1250869,1277170,1311891,1260591,1268591,1315821,1357121,1447361,1544100,1526877,1603273,
20037,"Crawford, KS",1271151,1339376,1398551,1360306,1353284,1419752,1567217,1651669,1599684,1673939,1786620,1758576,1851002,
20039,"Decatur, KS",134239,122761,141795,138180,135521,137129,116525,119233,122670,157404,161054,186615,179728,
20041,"Dickinson, KS",753005,714472,684775,683351,704016,711309,734218,758619,778160,853156,918976,890549,946386,
20043,"Doniphan, KS",268611,271329,283039,264677,271174,282822,293808,298408,319435,345492,396997,366972,387308,
20045,"Douglas, KS",4003647,4100594,4193891,4387303,4613120,4751072,5008346,5261764,5479048,5811053,6237954,6400959,6793067,
20047,"Edwards, KS",166555,159076,192800,159597,171222,174508,148517,150935,149590,181116,195505,178022,203057,
20049,"Elk, KS",104524,102489,105210,104843,97781,88856,90176,95187,93559,101635,108387,101947,118095,
20051,"Ellis, KS",1258993,1324179,1295046,1337464,1246046,1203580,1220394,1285060,1337274,1475575,1585693,1578829,1669522,
20053,"Ellsworth, KS",226086,242768,248026,256117,227605,228702,251454,266162,276871,287127,309677,298798,327608,
20055,"Finney, KS",1385008,1416520,1462148,1454903,1456962,1490469,1496999,1555865,1588754,1757470,1880557,1891307,1986956,
20057,"Ford, KS",1130196,1194114,1217289,1157962,1178569,1262301,1261538,1295612,1328189,1524992,1620541,1609008,1618205,
20059,"Franklin, KS",871867,902863,934466,938581,975274,1005598,1033757,1083946,1126079,1208274,1296192,1276996,1352786,
20061,"Geary, KS",1596307,1645267,1587937,1609741,1615806,1569989,1611956,1626777,1653714,1769297,1848275,1840250,1901331,
20063,"Gove, KS",200805,182240,171004,153922,174255,181005,142570,152965,159133,180839,227565,238914,279172,
20065,"Graham, KS",138751,134589,144747,131219,118574,108090,106316,116028,123222,132246,147967,146268,177873,
20067,"Grant, KS",335105,343698,413724,400688,346624,374409,316851,332961,309293,368345,342158,306987,403381,
20069,"Gray, KS",369648,366491,456760,416674,387553,430512,375589,354022,342961,419499,381088,368658,440706,
20071,"Greeley, KS",86252,82701,101042,71853,59968,80083,87768,91169,83037,132411,141242,139277,127062,
20073,"Greenwood, KS",225583,233140,240608,252091,239131,236233,237433,244587,249180,277765,285906,276951,318790,
20075,"Hamilton, KS",139743,137791,201259,195921,129238,132736,132654,147738,145047,208245,180135,228311,234147,
20077,"Harper, KS",257360,283885,275440,275557,248816,243479,234968,253542,285382,311057,328874,322195,350776,
20079,"Harvey, KS",1260259,1276415,1310457,1313844,1331787,1354675,1361221,1433295,1504670,1605288,1711820,1719211,1830546,
20081,"Haskell, KS",323279,264302,359491,301292,257486,267485,249037,237245,207586,288598,274668,245068,323279,
20083,"Hodgeman, KS",90574,85874,104441,96034,93185,100350,93713,93734,96517,125366,117751,104173,126141,
20085,"Jackson, KS",476558,482373,487991,488609,500363,509698,532923,554399,572686,625089,670215,659864,708239,
20087,"Jefferson, KS",693260,693857,714802,719819,740279,771328,812580,843135,861400,916696,992497,997364,1064491,
20089,"Jewell, KS",158804,133290,158802,132308,131155,125942,122313,137864,142516,166221,182967,152352,199292,
20091,"Johnson, KS",30624366,32928627,34031965,36191815,38637596,40391160,42353800,44572723,46651384,48213936,51645389,59774177,57287404,
20093,"Kearny, KS",198459,201099,237037,202706,188323,196695,188696,193809,194328,242026,247051,232827,262945,
20095,"Kingman, KS",303494,317853,325298,322763,302989,296691,290736,308536,322040,359981,387245,382377,421509,
20097,"Kiowa, KS",96260,93865,102465,86725,90457,94396,96632,103105,102359,127325,138642,117781,130323,
20099,"Labette, KS",762297,766030,774750,778134,783714,788325,803254,827640,853281,921211,963010,978455,1021460,
20101,"Lane, KS",124924,130187,144272,120057,106837,114901,97451,104763,101626,124289,131465,127276,149142,
20103,"Leavenworth, KS",2802376,2877309,2917084,3003329,3144932,3222751,3360117,3463113,3595881,3814588,4082485,4200079,4435727,
20105,"Lincoln, KS",118987,112564,114108,114578,107286,109757,111966,124116,132717,157194,153738,143045,167790,
20107,"Linn, KS",300495,305514,317873,318819,330883,342622,357799,376970,398818,434785,464611,468108,496283,
20109,"Logan, KS",141795,141920,158253,135149,122014,120604,117979,126631,134197,164881,179362,180341,185246,
20111,"Lyon, KS",1031548,1023063,1030817,1096824,1130214,1174522,1207934,1263809,1284054,1413613,1505864,1507210,1598291,
20113,"McPherson, KS",1274519,1339242,1334692,1334820,1362977,1288453,1321705,1435173,1571853,1662130,1743641,1782851,1932942,
20115,"Marion, KS",409428,427083,436073,433313,451357,448809,458139,488442,498221,548910,578336,556236,616382,
20117,"Marshall, KS",434667,402629,409912,385199,393004,379176,392120,414254,428972,480679,511551,468603,495286,
20119,"Meade, KS",244985,236591,295113,245848,226711,234592,220003,228813,237336,282963,312331,260584,292328,
20121,"Miami, KS",1285349,1301110,1317081,1361859,1415763,1462909,1539117,1616108,1694255,1826807,2033131,2099827,2222356,
20123,"Mitchell, KS",292985,297601,302067,293280,289490,287779,295055,338281,354508,403193,395819,378945,442366,
20125,"Montgomery, KS",1156435,1183398,1175022,1181675,1151008,1089817,1124759,1168531,1176885,1267191,1360152,1358237,1426034,
20127,"Morris, KS",209213,208816,209928,214458,211898,219796,221226,239687,240954,272768,281955,270015,300000,
20129,"Morton, KS",126160,127554,152126,129083,96267,100255,108783,116838,112784,140908,155826,134861,164078,
20131,"Nemaha, KS",475140,465273,470269,462599,435884,450047,497200,511786,525228,620380,648927,662820,714555,
20133,"Neosho, KS",536360,569367,578633,580478,566584,567103,591286,616402,646004,695856,746777,728703,778347,
20135,"Ness, KS",143937,160418,165982,159035,139564,123277,124518,136192,144658,163236,182291,174633,203213,
20137,"Norton, KS",224253,219794,255860,239215,212342,225087,219875,219344,224374,272305,289049,292578,322252,
20139,"Osage, KS",552263,564035,569057,576804,585290,602731,620886,664770,678539,737922,791328,782309,844585,
20141,"Osborne, KS",177599,162793,173940,159269,151263,140071,135624,161998,162968,180771,199759,186173,227707,
20143,"Ottawa, KS",222033,217010,225602,215027,223098,224280,226286,235680,238847,265894,304689,297067,322676,
20145,"Pawnee, KS",259825,270053,294798,272586,259735,278505,251106,253336,263994,296369,314401,279945,309993,
20147,"Phillips, KS",269675,275413,299347,283461,289941,262337,250367,259399,272671,290888,327574,296578,345451,
20149,"Pottawatomie, KS",1051070,1078839,1072392,1096961,1152182,1224458,1224797,1281083,1329728,1447087,1587633,1597845,1669917,
20151,"Pratt, KS",433406,440722,462308,446028,420109,429998,411912,438232,440147,485010,521788,503086,539573,
20153,"Rawlins, KS",142480,126040,164708,124137,122711,118019,110029,121197,140244,172392,206660,218867,175142,
20155,"Reno, KS",2226836,2251068,2264714,2270928,2316663,2292483,2418387,2450369,2544609,2825655,2942909,2922348,3123300,
20157,"Republic, KS",221494,204669,226737,201207,204728,208737,194293,195519,202183,232508,248993,222219,256847,
20159,"Rice, KS",383255,406775,431983,418809,421583,394103,389230,393488,422589,460227,467165,460477,531909,
20161,"Riley, KS",2880088,2934383,2839605,2925578,2997536,2982223,3027031,3066480,3080193,3272090,3537959,3639094,3833619,
20163,"Rooks, KS",216909,202558,223648,210395,197570,179706,176511,195247,194991,226207,242407,220507,261472,
20165,"Rush, KS",134356,144758,151730,142113,139476,124524,122654,137964,150044,170644,186259,163752,199493,
20167,"Russell, KS",359846,362610,373113,372894,322599,287560,286051,297857,310335,335703,366792,361595,407919,
20169,"Saline, KS",2197378,2264660,2279162,2323471,2402805,2458069,2556152,2633996,2753643,2782731,2992874,3033652,3186072,
20171,"Scott, KS",298801,271015,337433,307534,307521,332280,292691,267245,272166,345722,329815,300799,333769,
20173,"Sedgwick, KS",22569958,23830765,24121038,25447081,24572823,24118992,25339739,26177518,27242780,27926498,30483316,30350747,32311429,
20175,"Seward, KS",770225,755646,855977,871782,844167,817005,800508,810037,821405,939358,1007294,993868,1010347,
20177,"Shawnee, KS",7018986,7101634,7055762,7357100,7477668,7673259,7822799,8198846,8417055,9025057,9677090,9716503,10449183,
20179,"Sheridan, KS",149737,147379,180552,134080,126239,142074,116267,113085,115828,150907,144078,137796,154058,
20181,"Sherman, KS",271545,264490,311604,241598,240173,236619,240126,253275,251422,295859,329789,320963,338279,
20183,"Smith, KS",176207,155177,171409,145540,149815,142445,141715,155326,169742,203488,228321,205737,239657,
20185,"Stafford, KS",255318,235984,259785,241922,189206,183234,176171,179747,186455,213818,208369,203707,237451,
20187,"Stanton, KS",155925,132149,180334,132433,124426,120475,119598,121489,141689,180725,188610,168822,171374,
20189,"Stevens, KS",242870,232629,305965,262408,231553,224584,222791,219262,228335,279128,296273,264393,296194,
20191,"Sumner, KS",833053,859069,849436,828163,826388,834675,835578,882574,933144,994790,1073251,1072505,1134112,
20193,"Thomas, KS",373683,362411,398972,321173,315013,331543,332707,354947,366431,404970,437120,443644,479803,
20195,"Trego, KS",121276,129576,140555,130158,124331,118684,120836,132341,136878,158392,169308,167337,191293,
20197,"Wabaunsee, KS",289774,304850,314305,317422,317273,322584,330985,346074,350376,373746,400015,392876,426108,
20199,"Wallace, KS",84530,87123,105223,74975,60858,64136,62489,72941,77663,94847,98078,94687,93030,
20201,"Washington, KS",255036,238348,255998,236776,225376,224559,222781,239568,249823,300016,310327,276016,308327,
20203,"Wichita, KS",159375,147597,199868,165608,144923,175454,137061,124241,130976,153396,122435,111317,149046,
20205,"Wilson, KS",326015,361596,356125,361027,365794,353025,354746,355159,361212,386681,423985,412831,438650,
20207,"Woodson, KS",110711,119570,121682,117889,108930,102778,106048,117172,120521,129775,141052,137986,155507,
20209,"Wyandotte, KS",6006547,8189174,7636292,6672184,6430127,5051634,5249811,5436654,5686972,6164149,6468390,6583898,6906079,
21001,"Adair, KY",486263,499442,510138,537745,556618,549698,577775,598093,625084,707876,782146,792625,847207,
21003,"Allen, KY",518875,549074,551560,592229,624336,633238,666215,676204,710870,757931,868653,869996,893754,
21005,"Anderson, KY",721083,744784,762580,785654,809150,835635,859450,885465,929057,1005450,1098303,1117746,1199765,
21007,"Ballard, KY",279750,273787,295360,287159,290038,285497,294506,290657,310900,340180,389060,396073,419999,
21009,"Barren, KY",1271904,1343511,1349201,1431893,1503757,1481884,1533343,1579908,1643035,1791832,1945938,1931393,2014971,
21011,"Bath, KY",305980,325472,330657,342974,356083,359364,368543,377178,398042,436839,488450,494986,519203,
21013,"Bell, KY",733737,722831,700418,739296,739536,732448,756668,773229,789134,886965,968838,938393,994385,
21015,"Boone, KY",4799781,5018166,5036529,5317135,5572742,5786119,6027423,6339008,6698012,7320729,7920821,8196056,8725786,
21017,"Bourbon, KY",670084,691535,787633,824794,898835,891943,932695,941077,986494,1017827,1139723,1189868,1248481,
21019,"Boyd, KY",1661119,1653216,1649853,1701363,1746325,1721075,1767113,1840923,1882128,2041204,2208337,2202761,2349761,
21021,"Boyle, KY",909785,943980,962188,1002530,1050183,1067727,1092088,1125122,1188497,1305482,1392280,1448612,1531288,
21023,"Bracken, KY",256974,256515,259455,265748,272627,281629,291125,303589,318852,349500,385521,376798,388114,
21025,"Breathitt, KY",384256,386996,385376,416337,418553,411531,422897,428176,428494,478516,529127,524703,546015,
21027,"Breckinridge, KY",570122,613385,607821,623970,638049,638192,666295,675033,717980,780543,894417,866729,898035,
21029,"Bullitt, KY",2508885,2625888,2639372,2749643,2945352,3089283,3208839,3361946,3540108,3854231,4210218,4319426,4601773,
21031,"Butler, KY",366510,375738,395574,398422,403995,409149,423733,431262,445383,473892,544212,535928,563581,
21033,"Caldwell, KY",381679,381195,394392,388683,402031,400290,410211,422371,448821,509603,574128,557006,581008,
21035,"Calloway, KY",1186659,1197675,1223731,1241717,1281501,1278805,1320383,1357838,1418271,1563376,1682875,1667300,1767013,
21037,"Campbell, KY",3469852,3640086,3628973,3853766,4013713,4126704,4307886,4502958,4737142,5060622,5574335,5886490,6228695,
21039,"Carlisle, KY",200760,192779,215315,197476,192207,193462,192672,184793,212506,221092,260043,263132,295668,
21041,"Carroll, KY",344215,335169,355395,396160,417441,405986,366020,387639,408548,445652,497982,514406,533166,
21043,"Carter, KY",735766,735836,728860,764193,802611,786049,815177,824599,846872,950769,1039638,1024523,1078120,
21045,"Casey, KY",394641,411938,428305,440842,463091,456195,468891,483956,511527,581175,646993,639399,676917,
21047,"Christian, KY",2642860,2671527,2597877,2608391,2649699,2612162,2647762,2669655,2742273,3028310,3297488,3279929,3434309,
21049,"Clark, KY",1214630,1226108,1245854,1283346,1329118,1341359,1384090,1408857,1486818,1627438,1776981,1806846,1914486,
21051,"Clay, KY",537298,542566,543845,575039,598207,587157,600979,604434,612208,705138,786831,760447,799751,
21053,"Clinton, KY",268170,279006,287618,302594,311071,295273,305938,316374,324179,368543,408969,405880,414487,
21055,"Crittenden, KY",279473,280795,292649,294186,297798,287745,296903,306579,318561,346470,382184,379580,403450,
21057,"Cumberland, KY",179173,181225,188692,201302,212346,211161,217497,226389,237463,275237,298830,304100,329599,
21059,"Daviess, KY",3529664,3611137,3651535,3809985,3971608,3941257,4057275,4135699,4346159,4789186,5134192,5168323,5473123,
21061,"Edmonson, KY",319977,334176,332751,345033,364100,372563,392374,401297,415640,449312,495789,496060,517401,
21063,"Elliott, KY",150758,149078,150570,154709,163057,158242,164514,167509,172415,196696,211826,201149,216304,
21065,"Estill, KY",392832,396476,396763,418007,430225,428023,435400,450016,469313,520186,566943,565061,592656,
21067,"Fayette, KY",12331793,12877185,13149220,13785975,14508812,14629082,15198613,15878753,16742779,17978330,19455491,19919335,21537110,
21069,"Fleming, KY",391084,416984,433561,447602,464717,454507,472032,487813,510210,582495,633803,632388,642457,
21071,"Floyd, KY",1245475,1225492,1194392,1246829,1243315,1226095,1284267,1292336,1321042,1402523,1532747,1499829,1567083,
21073,"Franklin, KY",1771370,1817494,1836254,1920319,2008271,2061150,2042389,2113708,2206260,2393806,2565674,2574820,2759109,
21075,"Fulton, KY",205227,190293,204416,194903,196482,189370,197324,192865,211862,234740,273537,268487,280878,
21077,"Gallatin, KY",224159,226557,232497,248936,258034,261754,276387,288622,305345,339208,387845,385946,403097,
21079,"Garrard, KY",471902,494746,521291,531759,556714,565926,587650,601614,629151,684808,769227,775903,825604,
21081,"Grant, KY",739233,737704,746696,771415,804773,832381,868342,896115,948524,1053531,1168131,1162337,1215138,
21083,"Graves, KY",1196427,1193588,1270710,1283106,1314410,1303638,1353890,1383681,1442380,1552432,1777375,1838972,1875387,
21085,"Grayson, KY",709261,735707,748089,794490,816151,830551,848349,869566,925489,1032487,1121172,1118043,1180574,
21087,"Green, KY",318006,320146,326294,339602,352373,351120,370919,371899,390137,445062,487369,478967,505208,
21089,"Greenup, KY",1252421,1273770,1264455,1314010,1346936,1319276,1365607,1446710,1459890,1578312,1696172,1691746,1806548,
21091,"Hancock, KY",287332,288246,301777,302584,307854,302621,309042,321689,351027,380470,457851,543030,534047,
21093,"Hardin, KY",3982209,4058432,4008163,4142639,4233497,4397488,4536855,4678883,4909209,5307731,5871690,5979742,6295018,
21095,"Harlan, KY",822396,800268,753667,771597,773784,761828,782736,797285,820826,912734,1000537,970282,1021815,
21097,"Harrison, KY",548766,563893,558089,574454,600689,613303,634944,653977,699810,778895,839751,834161,883657,
21099,"Hart, KY",484483,497171,496299,526122,555219,556500,578542,615264,654988,714917,805002,824352,886811,
21101,"Henderson, KY",1571811,1595230,1627968,1658420,1695570,1704313,1748327,1776449,1847189,2011192,2222198,2341357,2500038,
21103,"Henry, KY",498972,514108,516036,528940,556077,565830,590918,608727,640861,695885,781143,790232,843406,
21105,"Hickman, KY",167089,159594,206764,189458,180076,165753,187346,185495,189736,190331,239847,259790,250088,
21107,"Hopkins, KY",1550000,1596696,1622330,1690251,1720441,1690938,1743053,1741671,1808742,1916434,2091000,2126864,2245313,
21109,"Jackson, KY",315622,327604,334908,349967,365194,366531,372964,380747,400233,458425,497830,487415,513064,
21111,"Jefferson, KY",30369372,32486590,32126966,33755403,35739903,36519595,37984640,39667153,41172650,44230963,48928596,49725054,53172643,
21113,"Jessamine, KY",1697925,1780277,1848895,1951898,2096015,2294592,2312682,2386157,2537049,2696808,3065410,3190774,3431745,
21115,"Johnson, KY",712632,709352,685084,710805,728036,712045,721376,738770,764831,820994,894562,869998,924337,
21117,"Kenton, KY",6878805,7013215,7265268,7837500,8252403,8782866,8952260,9192003,9711826,10368798,11731444,11834591,12937785,
21119,"Knott, KY",461134,448950,425268,448754,450488,441659,442405,458438,467922,515236,579141,579602,603146,
21121,"Knox, KY",804789,810115,810554,866794,887111,886574,892268,898019,926859,1056785,1164280,1108411,1167587,
21123,"Larue, KY",414623,429776,452042,452864,474205,484762,502058,523138,553907,609469,669632,641650,675101,
21125,"Laurel, KY",1726070,1732799,1703136,1786212,1866403,1909406,1981567,2026843,2077041,2344580,2589674,2542285,2673488,
21127,"Lawrence, KY",455172,451120,457754,472651,486894,469357,477629,490995,509766,562609,622181,618586,662915,
21129,"Lee, KY",185646,187502,188934,198935,204858,203038,202466,208409,215123,239671,261050,249271,263175,
21131,"Leslie, KY",339209,326292,311276,317785,322334,316959,325411,331604,338256,374227,407305,396645,410127,
21133,"Letcher, KY",724748,662756,620138,644935,659259,646724,648445,667739,682541,762242,843133,827830,863519,
21135,"Lewis, KY",345310,350269,361560,376179,366964,383663,398392,409674,420374,473838,522077,511011,527496,
21137,"Lincoln, KY",650802,673154,674594,697173,724801,736157,762284,778368,819131,897664,984255,993642,1048851,
21139,"Livingston, KY",305638,309530,316762,314649,321670,325216,330822,338811,354288,389256,418895,412947,442064,
21141,"Logan, KY",813898,822050,858638,848104,870539,868923,917495,938297,1007825,1106138,1270811,1265164,1335110,
21143,"Lyon, KY",230727,238936,246221,256900,267252,274993,280143,291874,302929,335828,359765,378458,406970,
21145,"McCracken, KY",2607065,2603687,2653634,2888283,3101422,3141524,2978297,2990121,3132004,3502170,4010366,4093350,4583311,
21147,"McCreary, KY",374935,375414,382189,405291,423403,419087,430823,447666,462419,526382,599899,566399,596547,
21149,"McLean, KY",333072,325164,372558,361131,352047,339917,359840,360106,368271,376808,452228,479271,456531,
21151,"Madison, KY",2563451,2649618,2693112,2855331,2952513,3035742,3126032,3229165,3423229,3763512,4137104,4319843,4620171,
21153,"Magoffin, KY",332972,348484,352182,364773,372798,363974,374468,387683,403480,450229,487609,473983,502260,
21155,"Marion, KY",544502,559657,579841,605007,630200,646167,674030,698762,725000,795001,876435,875738,923321,
21157,"Marshall, KY",1078145,1083311,1105538,1146725,1204971,1211298,1226780,1255186,1333198,1447112,1528149,1560396,1679938,
21159,"Martin, KY",335221,327276,310655,321372,309810,311375,332673,331555,322703,368116,368565,355563,380386,
21161,"Mason, KY",572008,583883,588085,603182,631017,638686,661710,668280,686735,755078,839811,827247,860481,
21163,"Meade, KY",919661,946333,937975,965850,1004247,1043462,1078427,1121275,1180992,1278924,1434000,1436749,1510197,
21165,"Menifee, KY",159376,162855,168015,174781,184378,184721,189336,193552,207900,229997,256418,254873,267766,
21167,"Mercer, KY",661569,679695,696436,715939,738157,751006,775162,790925,830125,892031,996608,1032409,1096080,
21169,"Metcalfe, KY",254637,263288,265031,279217,287340,288279,300929,308771,321929,352599,397904,389331,403152,
21171,"Monroe, KY",301722,315160,324198,352092,366180,355314,375511,384925,399764,450371,498757,504360,506440,
21173,"Montgomery, KY",775954,807295,824961,880165,915483,914929,938511,963699,1011466,1115519,1211449,1237505,1298217,
21175,"Morgan, KY",312081,319571,317627,329146,338282,340510,348591,358231,378420,422107,464583,462024,497822,
21177,"Muhlenberg, KY",946763,944897,969992,1006572,1029081,987980,1027818,1032929,1084030,1132147,1230651,1242260,1311788,
21179,"Nelson, KY",1471139,1515270,1631333,1627337,1719241,1864702,1860546,1939348,2038174,2251478,2497067,2551980,2705559,
21181,"Nicholas, KY",210901,214259,218060,222387,235456,233768,243595,244793,257324,284719,315593,305952,321210,
21183,"Ohio, KY",672280,685725,710162,733464,755796,756984,769866,781942,796026,855663,946203,969032,981329,
21185,"Oldham, KY",3018139,3285572,3150514,3330454,3604189,3784673,3969991,4216015,4397537,4553487,5233327,5441637,5814794,
21187,"Owen, KY",332453,325635,324033,328685,343175,344392,352735,362935,370899,411227,457384,449582,472905,
21189,"Owsley, KY",117680,118284,120234,126647,133798,133368,134828,139708,142197,162523,184221,185976,196602,
21191,"Pendleton, KY",489058,547386,604270,625252,653355,679177,644669,634465,597887,638263,698523,682175,710897,
21193,"Perry, KY",959339,964651,921456,953514,971888,955048,971054,985430,999825,1112023,1211245,1196393,1247853,
21195,"Pike, KY",2110818,2087205,1985526,2026795,2039222,1998051,2065524,2120686,2173981,2328759,2473542,2512151,2667205,
21197,"Powell, KY",319304,320676,323797,347136,361064,366102,380710,390811,399490,454737,496936,503797,527742,
21199,"Pulaski, KY",1928636,1946523,1951117,2073441,2186608,2199260,2255913,2374181,2504465,2778594,3074352,3086682,3278680,
21201,"Robertson, KY",59778,61562,63187,66033,68293,67204,68250,69584,73218,84661,93692,92629,94981,
21203,"Rockcastle, KY",436159,433244,445956,468875,491047,490778,507724,516260,541350,607917,654454,652995,687010,
21205,"Rowan, KY",637355,668091,668611,690436,717319,717262,724352,752847,779159,856660,930504,931027,988518,
21207,"Russell, KY",527286,525423,526396,547879,556235,548691,578885,629507,664274,754553,871334,984680,1061473,
21209,"Scott, KY",1705066,1830906,1893309,1973129,2059128,2205518,2305250,2404216,2595666,2829242,3046344,3198125,3426890,
21211,"Shelby, KY",1567543,1654961,1674213,1740537,1860705,1947300,2074016,2162097,2283951,2449880,2713243,2850795,3055449,
21213,"Simpson, KY",535883,567982,609063,611762,639207,642285,664002,681743,716863,795583,883718,896352,941217,
21215,"Spencer, KY",623196,652531,657048,691525,729941,769666,795251,836075,907185,999013,1090930,1132859,1211633,
21217,"Taylor, KY",716548,726681,736847,770528,817120,820965,850457,863630,910356,1016189,1084501,1065304,1136335,
21219,"Todd, KY",440261,436571,478929,452540,449465,428800,444321,441932,467816,511269,585499,621777,642620,
21221,"Trigg, KY",491423,494745,499056,493505,503598,511933,520926,528571,557595,613995,670539,667852,699120,
21223,"Trimble, KY",266121,272547,278430,287431,297091,295129,311028,325128,339074,366708,412184,407266,431812,
21225,"Union, KY",488218,464906,537423,493976,468821,469305,475268,482489,525500,583138,669650,650538,702860,
21227,"Warren, KY",3792793,3905652,3998461,4199291,4431228,4554925,4723423,4840740,5116476,5594941,6182630,6414847,6917434,
21229,"Washington, KY",356825,360258,364191,383758,409566,416453,434912,447759,466570,515092,563886,548594,600021,
21231,"Wayne, KY",494872,506822,517234,536926,556763,553138,565566,585762,597705,676621,749404,725542,745350,
21233,"Webster, KY",447626,459158,489884,489288,490237,484218,499593,498023,511054,535457,614534,651547,660257,
21235,"Whitley, KY",1024778,1035553,1021876,1065847,1116363,1135377,1158689,1192113,1273302,1440189,1589331,1559253,1662588,
21237,"Wolfe, KY",173995,183171,187890,203945,213846,213999,219899,222907,224487,256722,293181,286675,298925,
21239,"Woodford, KY",1016236,1082681,1181034,1201686,1243761,1249810,1310363,1328563,1419058,1483134,1645269,1735651,1820073,
22001,"Acadia, LA",2075728,2150084,2252973,2319609,2212001,2117502,2175702,2289430,2296585,2503748,2662593,2622451,2778226,
22003,"Allen, LA",702390,724071,735618,743003,746710,770341,806509,859571,891409,943037,969248,965252,993447,
